article,service_catalog_item_id,name,folder_path,category,source_url,base_price,is_active,is_calculable,description_length,full_description_length,rules_parse_status,rules_parse_status_group,article_group_size,article_group_rank,duplicate_types,problem_reason,duplicate_kind,source_variant_count,full_description_preview
61787,992e8092-1732-4f4b-ad58-e0915d4777e3,"Крайкування кутів, радіусів білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_belym_kleem/,111.96,True,True,33,452,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами ПВХ-крайкою Обмеження: Мінімальний радіус: 10 мм для крайки 0,4–0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхідно виписувати обробку фрезерного різу. Мінімальний розм"
61788,e049dffb-85c4-44ff-aa97-d1ca80b62672,"Крайкування кутів, радіусів пластиком білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_belym_kleem/,424.98,True,True,33,480,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами пластиковою крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 60 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхід"
61788,99a705b3-ee36-4266-ad60-1c479d91106d,"Крайкування кутів, радіусів пластиком білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_belym_kleem/,424.98,True,True,33,480,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами пластиковою крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 60 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхід"
61789,3ebf31a3-d9ae-4f70-ab96-9b66e6bf582c,"Крайкування кутів, радіусів стільниць білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_belym_kleem/,211.98,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
61789,1a44fa7e-0440-43d6-b9e2-e4ee3a923b13,"Крайкування кутів, радіусів стільниць білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_belym_kleem/,211.98,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
61790,8a129fee-3036-4e7b-b26b-0688f60c622b,"Крайкування кутів, радіусів, стяжок білим клеєм (плит вис. глянцю та глиб. текстури)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_belym_kleem_plit_vys_glyantsa_i_glub_tekst_/,174.0,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
61790,d89a316e-a553-403d-8cda-a19acfc4505f,"Крайкування кутів, радіусів, стяжок білим клеєм (плит вис. глянцю та глиб. текстури)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_belym_kleem_plit_vys_glyantsa_i_glub_tekst_/,174.0,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
61791,f855876d-3e9b-4d8c-b914-b546fafe8fc6,"Крайкування кутів, радіусів стяжок білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_belym_kleem/,145.98,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
61791,754b7469-af3c-401a-8747-76b340031659,"Крайкування кутів, радіусів стяжок білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_belym_kleem/,145.98,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
68979,a3308f21-5193-4dc8-870d-2e3e68cbbcc2,"Крайкування кутів, радіусів мінім. (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_do_200mm/,111.96,True,True,33,547,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами ПВХ-крайкою з периметром до 200 мм.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 10 мм для крайки 0,4–0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без "
68979,c868c5d2-0e97-4eb5-a04f-ed671d958f30,"Крайкування кутів, радіусів мінім. (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_do_200mm/,111.96,True,True,33,547,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами ПВХ-крайкою з периметром до 200 мм.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 10 мм для крайки 0,4–0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без "
68980,08bb2819-f944-4154-803e-2bd2d236e9dd,"Крайкування кутів, радіусів мінім. білим клеєм (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_belym_kleem_do_200mm/,111.96,True,True,33,513,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами ПВХ-крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 10 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхідна оброб"
68980,46f86c74-8336-4917-b523-eea119d7a626,"Крайкування кутів, радіусів мінім. білим клеєм (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_belym_kleem_do_200mm/,111.96,True,True,33,513,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами ПВХ-крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 10 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхідна оброб"
68981,2df334cf-c431-45ac-b735-41d0c47ea9f4,"Крайкування кутів, радіусів мінім. (до 200 мм) (плит вис. глянцю та глиб. текстури)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_do_200mm_plit_vys_glyantsa_i_glub_tekst_/,138.96,True,True,33,513,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами ПВХ-крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 10 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхідна оброб"
68981,09f29d6e-6abb-43c6-b101-73bc1b9e3ae8,"Крайкування кутів, радіусів мінім. (до 200 мм) (плит вис. глянцю та глиб. текстури)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_do_200mm_plit_vys_glyantsa_i_glub_tekst_/,138.96,True,True,33,513,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами ПВХ-крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 10 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхідна оброб"
68982,3eb45f62-8d23-4840-8a7b-3cfc6ef75cac,"Крайкування кутів, радіусів мінім. білим клеєм (до 200 мм) (плит вис. глянцю та глиб. текстури)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_belym_kleem_do_200mm_plit_vys_glyantsa_i_glub_tekst_/,138.96,True,True,33,513,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами ПВХ-крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 10 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхідна оброб"
68982,b13e969f-8383-44cb-a56f-ef61b7f257e5,"Крайкування кутів, радіусів мінім. білим клеєм (до 200 мм) (плит вис. глянцю та глиб. текстури)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_belym_kleem_do_200mm_plit_vys_glyantsa_i_glub_tekst_/,138.96,True,True,33,513,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами ПВХ-крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 10 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхідна оброб"
68983,3f149c5d-174a-42cd-8671-f9332f670317,"Крайкування кутів, радіусів стяжок мінім. (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_do_200mm/,145.98,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
68983,f59ddf5c-5d00-4ec6-a1a9-7678cde2012e,"Крайкування кутів, радіусів стяжок мінім. (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_do_200mm/,145.98,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
68984,b4530033-2ab5-4778-97a1-b789d6ff56d1,"Крайкування кутів, радіусів стяжок мінім. білим клеєм (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_belym_kleem_do_200mm/,145.98,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
68984,bf1048cc-2ebb-449f-bd14-794e47411cd7,"Крайкування кутів, радіусів стяжок мінім. білим клеєм (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_belym_kleem_do_200mm/,145.98,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
68985,7f233aa3-061a-4934-8884-a63a8157c983,"Крайкування кутів, радіусів, стяжок мінім. (до 200 мм) (плит вис. глянцю та глиб. текстури)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_do_200mm_plit_vys_glyantsa_i_glub_tekst_/,151.98,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
68985,c11917d6-4f39-457f-b11c-d7331de45625,"Крайкування кутів, радіусів, стяжок мінім. (до 200 мм) (плит вис. глянцю та глиб. текстури)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_do_200mm_plit_vys_glyantsa_i_glub_tekst_/,151.98,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
68986,23c32048-07fc-437a-bd66-d833374584b6,"Крайкування кутів, радіусів, стяжок мінім. білим клеєм (до 200 мм) (плит вис. глянцю та глиб. тексту",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_belym_kleem_do_200mm_plit_vys_glyantsa_i_glub_tekst_/,174.0,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
68986,0b0d0c17-7cdd-4930-97dc-a5e64d788f69,"Крайкування кутів, радіусів, стяжок мінім. білим клеєм (до 200 мм) (плит вис. глянцю та глиб. тексту",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_belym_kleem_do_200mm_plit_vys_glyantsa_i_glub_tekst_/,174.0,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
68987,5b7245bb-00c5-4d13-a88d-0d246f114b8d,"Крайкування кутів, радіусів стільниць мінім. (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_minim_do_200mm/,211.98,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
68987,ad4d6292-94c9-4cee-a84e-e32f8b54501f,"Крайкування кутів, радіусів стільниць мінім. (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_minim_do_200mm/,211.98,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
68988,9670e9c2-421d-4cc6-b0c5-943c3e9ff948,"Крайкування кутів, радіусів стільниць мінім. білим клеєм (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_minim_belym_kleem_do_200mm/,211.98,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
68988,2b06c1a6-b01a-4378-96be-6a5649580aa5,"Крайкування кутів, радіусів стільниць мінім. білим клеєм (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_minim_belym_kleem_do_200mm/,211.98,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
68989,8a03ce7f-7a30-45fc-8804-a04e4d56dd86,"Крайкування кутів, радіусів пластиком мінім. (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_minim_do_200mm/,424.98,True,True,33,480,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами пластиковою крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 60 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхід"
68989,f5b6b994-59e0-405d-9c2e-416a3f85bf07,"Крайкування кутів, радіусів пластиком мінім. (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_minim_do_200mm/,424.98,True,True,33,480,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами пластиковою крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 60 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхід"
68990,8e45b770-91de-44c4-850d-4ef0ed308789,"Крайкування кутів, радіусів пластиком мінім. білим клеєм (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_minim_belym_kleem_do_200mm/,424.98,True,True,33,480,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами пластиковою крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 60 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхід"
68990,f0d9cac3-68d7-4cc8-b38e-f7175ac39e3c,"Крайкування кутів, радіусів пластиком мінім. білим клеєм (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_minim_belym_kleem_do_200mm/,424.98,True,True,33,480,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами пластиковою крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 60 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхід"
84482,bf03857e-eb7d-4f6d-9e02-1bdc43baedb9,"Крайкування кутів, радіусів пластиком",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_plastikom_ugol_rad_bez_stoimosti_materiala/,424.98,True,True,33,480,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами пластиковою крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 60 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхід"
84482,b8f97b8a-9f72-4686-85ef-b6d81d05b89f,"Крайкування кутів, радіусів пластиком",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_plastikom_ugol_rad_bez_stoimosti_materiala/,424.98,True,True,33,480,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами пластиковою крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 60 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхід"
86207,9d8763eb-394b-47df-b845-9e4ed0c3da61,Торцеве фрезерування складне,viyar-services/frezerovka,milling,https://viyar.ua/ua/catalog/slozhnaya_tortsevaya_frezerovka/,325.98,True,True,236,140,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,Опис Опис: Складне фрезерування торців деталей. Обмеження: Відповідність до складних параметрів замовлення. Обладнання: Обробний центр з ЧПК
86207,19c0328c-1ed3-4354-9139-c452a17dcf3b,Торцеве фрезерування складне,viyar-services/frezerovka,milling,https://viyar.ua/ua/catalog/slozhnaya_tortsevaya_frezerovka/,325.98,True,True,236,140,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,Опис Опис: Складне фрезерування торців деталей. Обмеження: Відповідність до складних параметрів замовлення. Обладнання: Обробний центр з ЧПК
98031,1fe88f19-cd44-4b07-a62b-ac81e749a7d2,Складний фрезерний різ мінімальний (довжина до 450мм) (товщина від 28мм),viyar-services/frezerovka,milling,https://viyar.ua/ua/catalog/slozhnyy-frezernyy-rez-minimalnyy-dlina-do-450mm-tolshchina-ot-28mm/,102.96,True,True,236,210,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,Опис Опис: Фрезерування складних форм для матеріалів товщиною від 28 мм з довжиною до 450 мм. Обмеження: Мінімальні розміри аналогічні до стандартного складного фрезерного різу. Обладнання: Обробний центр з ЧПК
98031,2de2e14f-68c2-4bb2-b988-73ebda860313,Складний фрезерний різ мінімальний (довжина до 450мм) (товщина від 28мм),viyar-services/frezerovka,milling,https://viyar.ua/ua/catalog/slozhnyy-frezernyy-rez-minimalnyy-dlina-do-450mm-tolshchina-ot-28mm/,102.96,True,True,236,210,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,Опис Опис: Фрезерування складних форм для матеріалів товщиною від 28 мм з довжиною до 450 мм. Обмеження: Мінімальні розміри аналогічні до стандартного складного фрезерного різу. Обладнання: Обробний центр з ЧПК
120504,6b7f4657-89c4-49d6-ba70-bf72a43658c5,Складний фрезерний різ в РС,viyar-services/frezerovka,milling,https://viyar.ua/ua/catalog/slozhnyy-frezernyy-rez-v-rs/,60.0,True,True,236,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
120504,0f74acc4-9d48-4b04-94a0-d3d06acf18c8,Складний фрезерний різ в РС,viyar-services/frezerovka,milling,https://viyar.ua/ua/catalog/slozhnyy-frezernyy-rez-v-rs/,60.0,True,True,236,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
122424,c9f9ea12-2626-4ea7-a5fd-e8816f2d2f5d,"Крайкування ручне вирізів, вікон ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_pur/,345.96,True,True,33,438,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу більше 1 м.п. Мінімальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм, ширина для П-подібного вирізу – не менше 200 мм. Для тонкої крайки радіус внутрішніх кутів –"
122424,9233be34-8e9e-4e2c-9d9e-9398cfb33763,"Крайкування ручне вирізів, вікон ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_pur/,345.96,True,True,33,438,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу більше 1 м.п. Мінімальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм, ширина для П-подібного вирізу – не менше 200 мм. Для тонкої крайки радіус внутрішніх кутів –"
122425,aa692b94-d5ba-43ff-bc87-a6ecb9b6db2e,"Крайкування ручне вирізів, вікон ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_pur_plit_vg_i_gt/,405.96,True,True,33,354,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу більше 1 м.п. Мінімальний розмір: прямокутне вікно – 200×200 мм, кругле – d = 200 мм. Ширина для П-подібного вирізу – не менше 200 мм. Вирізи у вигляді вікон обклеюються тільки тонко"
122425,2111ba1c-aa88-43f5-89a9-92de965396cd,"Крайкування ручне вирізів, вікон ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_pur_plit_vg_i_gt/,405.96,True,True,33,354,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу більше 1 м.п. Мінімальний розмір: прямокутне вікно – 200×200 мм, кругле – d = 200 мм. Ширина для П-подібного вирізу – не менше 200 мм. Вирізи у вигляді вікон обклеюються тільки тонко"
122426,37db0d82-4235-486a-befa-899ed948dad7,"Крайкування ручне вирізів, вікон ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_pur_belym/,345.96,True,True,33,382,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами) з використанням білого клею. Обмеження: Периметр вирізу більше 1 м.п. Мінімальний розмір: прямокутне вікно – 200×200 мм, кругле – d = 200 мм. Ширина для П-подібного вирізу – не менше 200 мм. Вирізи у вигляді ві"
122426,1f247fa1-f47b-47ee-a828-b8048ff3ac14,"Крайкування ручне вирізів, вікон ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_pur_belym/,345.96,True,True,33,382,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами) з використанням білого клею. Обмеження: Периметр вирізу більше 1 м.п. Мінімальний розмір: прямокутне вікно – 200×200 мм, кругле – d = 200 мм. Ширина для П-подібного вирізу – не менше 200 мм. Вирізи у вигляді ві"
122427,ec80f882-d7af-4a91-b8bb-fbf985d7288e,"Крайкування ручне вирізів, вікон ПУР білим клеєм (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_pur_belym_plit_vg_i_gt/,405.96,True,True,33,355,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з плит ВГ та ГТ із використанням білого клею. Обмеження: Периметр вирізу більше 1 м.п. Мінімальний розмір: прямокутне вікно – 200×200 мм, кругле – d = 200 мм. Ширина для П-подібного вирізу – не менше 200 мм. Вирізи у вигляді вікон обклеюються тільки тонк"
122427,8a2ac5f9-17d5-4bd9-a7cc-0923f75c3d31,"Крайкування ручне вирізів, вікон ПУР білим клеєм (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_pur_belym_plit_vg_i_gt/,405.96,True,True,33,355,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з плит ВГ та ГТ із використанням білого клею. Обмеження: Периметр вирізу більше 1 м.п. Мінімальний розмір: прямокутне вікно – 200×200 мм, кругле – d = 200 мм. Ширина для П-подібного вирізу – не менше 200 мм. Вирізи у вигляді вікон обклеюються тільки тонк"
