article,service_catalog_item_id,name,folder_path,category,source_url,base_price,is_active,is_calculable,description_length,full_description_length,rules_parse_status,rules_parse_status_group,article_group_size,article_group_rank,duplicate_types,problem_reason,duplicate_kind,source_variant_count,full_description_preview
52733,25bf93e1-4a5a-4cfe-bca7-c1e6625ae37f,"Крайкування ручне вирізів, вікон (плит ВГ та ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_plit_vysokogo_glyantsa_i_glubokoy_tekstury/,300.0,True,True,33,394,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу більше 1 м.п. Мінімальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм, ширина для П-подібного вирізу – не менше 200 мм. Вирізи у вигляді вікон обклеюються тільки т"
52733,9b062708-b9b8-40f8-b5bb-5f8ff3fa7059,"Крайкування ручне вирізів, вікон (плит ВГ та ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_plit_vysokogo_glyantsa_i_glubokoy_tekstury/,300.0,True,True,33,394,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу більше 1 м.п. Мінімальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм, ширина для П-подібного вирізу – не менше 200 мм. Вирізи у вигляді вікон обклеюються тільки т"
52738,c630f3a8-28d7-4584-9071-81704388eda4,"Крайкування ручне вирізів, вікон мінім. (плит ВГ та ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_minimalnoe_vyrezov_okon_plit_vysokogo_glyantsa_i_glubokoy_tekstury/,300.0,True,True,33,422,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу до 1 м.п. Максимальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм. Для тонкої крайки радіус внутрішніх кутів – від 10 мм, для товстої – від 50 мм. Використовуєтьс"
52738,697930f1-b1a6-4038-bbad-d5ac7cf678ca,"Крайкування ручне вирізів, вікон мінім. (плит ВГ та ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_minimalnoe_vyrezov_okon_plit_vysokogo_glyantsa_i_glubokoy_tekstury/,300.0,True,True,33,422,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу до 1 м.п. Максимальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм. Для тонкої крайки радіус внутрішніх кутів – від 10 мм, для товстої – від 50 мм. Використовуєтьс"
52740,db3924a1-75bc-4357-9ed2-fd66d72fed0a,"Крайкування кутів, радіусів (плит ВГ та ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plit_vysokogo_glyantsa_i_glubokoy_tekstury/,138.96,True,True,33,452,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами ПВХ-крайкою Обмеження: Мінімальний радіус: 10 мм для крайки 0,4–0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхідно виписувати обробку фрезерного різу. Мінімальний розм"
52740,dee3bb71-5df3-45a4-850a-b6664b55f260,"Крайкування кутів, радіусів (плит ВГ та ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plit_vysokogo_glyantsa_i_glubokoy_tekstury/,138.96,True,True,33,452,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами ПВХ-крайкою Обмеження: Мінімальний радіус: 10 мм для крайки 0,4–0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхідно виписувати обробку фрезерного різу. Мінімальний розм"
53373,c921fb1c-8e9e-4517-8ed5-699ec112d71a,"Крайкування кутів, радіусів стяжок",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek/,145.98,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
53373,917fd06c-e029-4e77-a259-5cdf1bdd80b2,"Крайкування кутів, радіусів стяжок",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek/,145.98,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
53374,357ce1e0-b78c-4d20-9425-06cfd666c094,"Крайкування кутів, радіусів, стяжок (плит вис. глянцю та глиб. текстури)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_plit_vysok_glyantsa_i_glub_tekst_/,174.0,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
53374,d0674348-b57f-4cb7-803d-e553b95c3a53,"Крайкування кутів, радіусів, стяжок (плит вис. глянцю та глиб. текстури)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_plit_vysok_glyantsa_i_glub_tekst_/,174.0,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
53375,08c49e2c-7c6d-4349-b9cb-b66076ed81da,"Крайкування ручне вирізів, вікон стяжок мінім.",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_styazhek_ruchnoe_minimalnoe_vyrezov_okon/,381.96,True,True,33,376,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм (крайка ≤ 0,8 мм) або 200×50 мм (крайка ≥ 1 мм). Мінімальний радіус: 80 мм. Внутрішні сторони вирізів вікон кр"
53375,41be5d60-07c2-403d-b304-7ae3da861b2b,"Крайкування ручне вирізів, вікон стяжок мінім.",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_styazhek_ruchnoe_minimalnoe_vyrezov_okon/,381.96,True,True,33,376,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм (крайка ≤ 0,8 мм) або 200×50 мм (крайка ≥ 1 мм). Мінімальний радіус: 80 мм. Внутрішні сторони вирізів вікон кр"
53376,a0bb6f08-8853-47c9-a283-1482aea5de32,"Крайкування ручне вирізів, вікон стяжок мінім. (плит ВГ та ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_styazhek_ruchnoe_minimalnoe_vyrezov_okon_plit_vysok_glyantsa_i_glub_tekst_/,471.96,True,True,33,376,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм (крайка ≤ 0,8 мм) або 200×50 мм (крайка ≥ 1 мм). Мінімальний радіус: 80 мм. Внутрішні сторони вирізів вікон кр"
53376,feb0f4dd-7413-4e51-ba7a-1958deaacef0,"Крайкування ручне вирізів, вікон стяжок мінім. (плит ВГ та ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_styazhek_ruchnoe_minimalnoe_vyrezov_okon_plit_vysok_glyantsa_i_glub_tekst_/,471.96,True,True,33,376,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм (крайка ≤ 0,8 мм) або 200×50 мм (крайка ≥ 1 мм). Мінімальний радіус: 80 мм. Внутрішні сторони вирізів вікон кр"
53377,03d1cf32-7eb5-483a-a048-c061cc7a10ef,"Крайкування ручне вирізів, вікон стяжок",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_styazhek_ruchnoe_vyrezov_okon/,381.96,True,True,33,407,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу більше 1 м.п. Для крайок товщиною до 0,8 мм мінімальний розмір П-подібного вирізу – 200×10 мм, мінімальний радіус – 80 мм. Для товщих крайок (від 1 мм) мінімальний розмір –"
53377,5c8e68b4-f08d-4bcd-8ecf-744175ed00b7,"Крайкування ручне вирізів, вікон стяжок",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_styazhek_ruchnoe_vyrezov_okon/,381.96,True,True,33,407,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу більше 1 м.п. Для крайок товщиною до 0,8 мм мінімальний розмір П-подібного вирізу – 200×10 мм, мінімальний радіус – 80 мм. Для товщих крайок (від 1 мм) мінімальний розмір –"
53379,f337e27f-cb45-4850-8eb9-5a259ee9b27a,"Крайкування ручне вирізів, вікон стяжок (плит ВГ та ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_styazhek_ruchnoe_vyrezov_okon_plit_vysok_glyantsa_i_glub_tekst_/,471.96,True,True,33,407,parsed,parsed,3,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу більше 1 м.п. Для крайок товщиною до 0,8 мм мінімальний розмір П-подібного вирізу – 200×10 мм, мінімальний радіус – 80 мм. Для товщих крайок (від 1 мм) мінімальний розмір –"
53379,f283e03d-0032-430d-861c-1dcdd240db11,"Крайкування ручне вирізів, вікон стяжок (плит ВГ та ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_styazhek_ruchnoe_vyrezov_okon_plit_vysok_glyantsa_i_glub_tekst_/,471.96,True,True,33,407,parsed,parsed,3,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу більше 1 м.п. Для крайок товщиною до 0,8 мм мінімальний розмір П-подібного вирізу – 200×10 мм, мінімальний радіус – 80 мм. Для товщих крайок (від 1 мм) мінімальний розмір –"
53379,9ee208ce-5507-4e65-8279-be0b7f9eec0e,"Крайкування ручне вирізів, вікон стяжок (плит ВГ та ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_styazhek_ruchnoe_vyrezov_okon_plit_vysok_glyantsa_i_glub_tekst_/,471.96,True,True,33,407,parsed,parsed,3,3,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу більше 1 м.п. Для крайок товщиною до 0,8 мм мінімальний розмір П-подібного вирізу – 200×10 мм, мінімальний радіус – 80 мм. Для товщих крайок (від 1 мм) мінімальний розмір –"
54116,76310a3f-7277-43cf-8dbb-590603713167,Фрезерування кромки №1 - Плоске з обробкою (заріз до 450мм) (МебЩит),viyar-services/frezerovka,milling,https://viyar.ua/ua/catalog/frezerovanie_kromki_1_ploskoe_s_obrabotkoy_zarezy_do_450mm_mebshchit/,49.98,True,True,236,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
54116,fcda3058-92d9-410c-a9a8-c93f983db8ac,Фрезерування кромки №1 - Плоске з обробкою (заріз до 450мм) (МебЩит),viyar-services/frezerovka,milling,https://viyar.ua/ua/catalog/frezerovanie_kromki_1_ploskoe_s_obrabotkoy_zarezy_do_450mm_mebshchit/,49.98,True,True,236,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
61778,37b34270-ae0f-4185-8478-e76017f74df7,"Крайкування ручне вирізів, вікон білим клеєм (плит ВГ та ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_vyrezov_okon_belym_kleem_plit_vys_glyantsa_i_glub_tekst_/,300.0,True,True,33,423,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу більше 1 м.п. Мінімальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм, ширина для П-подібного вирізу – не менше 200 мм. Вирізи у вигляді вікон обклеюються тільки т"
61778,a26bb2a7-cfce-41da-a57d-f69eaade48f8,"Крайкування ручне вирізів, вікон білим клеєм (плит ВГ та ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_vyrezov_okon_belym_kleem_plit_vys_glyantsa_i_glub_tekst_/,300.0,True,True,33,423,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу більше 1 м.п. Мінімальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм, ширина для П-подібного вирізу – не менше 200 мм. Вирізи у вигляді вікон обклеюються тільки т"
61779,f4af9537-7d42-4a26-838b-dedc932bae64,"Крайкування ручне вирізів, вікон білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_vyrezov_okon_belym_kleem/,255.96,True,True,33,387,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу більше 1 м.п. Мінімальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм, ширина для П-подібного вирізу – не менше 200 мм. Вирізи у вигляді вікон обклеюються тільки т"
61779,fc5e1ba8-be39-4c27-8160-3818d86dbb20,"Крайкування ручне вирізів, вікон білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_vyrezov_okon_belym_kleem/,255.96,True,True,33,387,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу більше 1 м.п. Мінімальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм, ширина для П-подібного вирізу – не менше 200 мм. Вирізи у вигляді вікон обклеюються тільки т"
61780,f72a4ae5-0606-4fd3-acf7-b07701129312,"Крайкування ручне вирізів, вікон стяжок білим клеєм (плит ВГ та ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_vyrezov_okon_styazhek_belym_kleem_plit_vys_glyantsa_i_glub_tekst_/,471.96,True,True,33,407,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу більше 1 м.п. Для крайок товщиною до 0,8 мм мінімальний розмір П-подібного вирізу – 200×10 мм, мінімальний радіус – 80 мм. Для товщих крайок (від 1 мм) мінімальний розмір –"
61780,588ae195-f1eb-4bdd-8de7-cfc31856b628,"Крайкування ручне вирізів, вікон стяжок білим клеєм (плит ВГ та ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_vyrezov_okon_styazhek_belym_kleem_plit_vys_glyantsa_i_glub_tekst_/,471.96,True,True,33,407,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу більше 1 м.п. Для крайок товщиною до 0,8 мм мінімальний розмір П-подібного вирізу – 200×10 мм, мінімальний радіус – 80 мм. Для товщих крайок (від 1 мм) мінімальний розмір –"
61781,d94e0190-44db-4296-b44f-f5bcc9018c64,"Крайкування ручне вирізів, вікон стяжок білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_vyrezov_okon_styazhek_belym_kleem/,381.96,True,True,33,407,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу більше 1 м.п. Для крайок товщиною до 0,8 мм мінімальний розмір П-подібного вирізу – 200×10 мм, мінімальний радіус – 80 мм. Для товщих крайок (від 1 мм) мінімальний розмір –"
61781,3a1b869c-533c-4121-bf6c-c3a015d42b8f,"Крайкування ручне вирізів, вікон стяжок білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_vyrezov_okon_styazhek_belym_kleem/,381.96,True,True,33,407,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу більше 1 м.п. Для крайок товщиною до 0,8 мм мінімальний розмір П-подібного вирізу – 200×10 мм, мінімальний радіус – 80 мм. Для товщих крайок (від 1 мм) мінімальний розмір –"
61782,8deed07b-e9e8-439e-95d8-2bbc51a22ad6,"Крайкування ручне вирізів, вікон мінім. білим клеєм (плит ВГ та ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_vyrezov_okon_minim_belym_kleem_plit_vys_glyantsa_i_glub_tekst_/,300.0,True,True,33,363,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу до 1 м.п. Максимальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм. Для тонкої крайки радіус внутрішніх кутів – від 10 мм, для товстої – від 50 мм. Використовуєтьс"
61782,a60062b8-32ed-4b43-a1bd-0463b79222aa,"Крайкування ручне вирізів, вікон мінім. білим клеєм (плит ВГ та ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_vyrezov_okon_minim_belym_kleem_plit_vys_glyantsa_i_glub_tekst_/,300.0,True,True,33,363,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу до 1 м.п. Максимальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм. Для тонкої крайки радіус внутрішніх кутів – від 10 мм, для товстої – від 50 мм. Використовуєтьс"
61783,ea384dfc-d5a5-45b7-b142-80cc5e04916d,"Крайкування ручне вирізів, вікон мінім. білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_vyrezov_okon_minim_belym_kleem/,255.96,True,True,33,386,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу до 1 м.п. Максимальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм. Для тонкої крайки радіус внутрішніх кутів – від 10 мм, для товстої – від 50 мм. Вирізи у вигляд"
61783,a6cdb603-a769-4319-a23b-f6504ef02b5d,"Крайкування ручне вирізів, вікон мінім. білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_vyrezov_okon_minim_belym_kleem/,255.96,True,True,33,386,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу до 1 м.п. Максимальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм. Для тонкої крайки радіус внутрішніх кутів – від 10 мм, для товстої – від 50 мм. Вирізи у вигляд"
61784,66a3d129-0c08-4809-a0d0-0e9eaa9f3df0,"Крайкування ручне вирізів, вікон стяжок мінім. білим клеєм (плит ВГ та ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_vyrezov_okon_styazhek_minim_belym_kleem_plit_vys_glyantsa_i_glub_tekst_/,471.96,True,True,33,376,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм (крайка ≤ 0,8 мм) або 200×50 мм (крайка ≥ 1 мм). Мінімальний радіус: 80 мм. Внутрішні сторони вирізів вікон кр"
61784,271f58fa-0b9f-4178-be08-2b5a07cc056e,"Крайкування ручне вирізів, вікон стяжок мінім. білим клеєм (плит ВГ та ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_vyrezov_okon_styazhek_minim_belym_kleem_plit_vys_glyantsa_i_glub_tekst_/,471.96,True,True,33,376,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм (крайка ≤ 0,8 мм) або 200×50 мм (крайка ≥ 1 мм). Мінімальний радіус: 80 мм. Внутрішні сторони вирізів вікон кр"
61785,7b613495-1efe-48f1-b7aa-f952fc0e7d6f,"Крайкування ручне вирізів, вікон стяжок мінім. білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_vyrezov_okon_styazhek_minim_belym_kleem/,381.96,True,True,33,376,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм (крайка ≤ 0,8 мм) або 200×50 мм (крайка ≥ 1 мм). Мінімальний радіус: 80 мм. Внутрішні сторони вирізів вікон кр"
61785,c6970467-1df7-42c8-b295-e1f25192e839,"Крайкування ручне вирізів, вікон стяжок мінім. білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_vyrezov_okon_styazhek_minim_belym_kleem/,381.96,True,True,33,376,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм (крайка ≤ 0,8 мм) або 200×50 мм (крайка ≥ 1 мм). Мінімальний радіус: 80 мм. Внутрішні сторони вирізів вікон кр"
61786,eaf603b8-be6c-485e-bf71-db5eb6fbd230,"Крайкування кутів, радіусів білим клеєм (плит вис. глянцю та глиб. текстури)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_belym_kleem_plit_vys_glyantsa_i_glub_tekst_/,138.96,True,True,33,523,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами ПВХ-крайкою<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 10 мм для крайки 0,4–0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхідно випису"
61786,90947357-e16e-44a2-bf23-0d0869647360,"Крайкування кутів, радіусів білим клеєм (плит вис. глянцю та глиб. текстури)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_belym_kleem_plit_vys_glyantsa_i_glub_tekst_/,138.96,True,True,33,523,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами ПВХ-крайкою<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 10 мм для крайки 0,4–0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхідно випису"
61787,d988d31d-d033-4e8e-8c63-f8245deeef8d,"Крайкування кутів, радіусів білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_belym_kleem/,111.96,True,True,33,452,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами ПВХ-крайкою Обмеження: Мінімальний радіус: 10 мм для крайки 0,4–0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхідно виписувати обробку фрезерного різу. Мінімальний розм"
